,ddi,pfam,meff,pdb,dca_max,nb_contact
751,ddi_num_4326,PF01077_PF03460,270.53898265773,"{'1zj8', '5h8y', '8gep', '3mm5', '6gep', '3aop', '2gep', '3b0m', '3vkr', '5h8v', '4g38', '7gep', '3mm7', '3mma', '3b0j', '3b0h', '4aop', '2aop', '3mm9', '1zj9', '3vm0', '3b0l', '2v4j', '2xsj', '4htr', '3geo', '3vlx', '2akj', '3or1', '3mm8', '3vkt', '3vkq', '3mm6', '3b0n', '5gep', '3vkp', '3mmc', '3vly', '4gep', '3or2', '3b0g', '1aop', '3vlz', '5aop', '5h92', '3vks', '3vm1', '3mmb', '4g39'}",0.253152894565744,694
752,ddi_num_4045,PF17125_PF13636,270.359961152473,"{'2frx', '3m4x'}",0.569734843459247,100
754,ddi_num_565,PF00023_PF13857,269.316463247933,"{'4rlv', '5hry'}",0.434833488486982,56
755,ddi_num_3300,PF00132_PF14805,267.500042863426,"{'1tdt', '3bxy', '3eg4', '1kgq', '1kgt', '3gos', '3tdt', '2tdt', '3tk8'}",0.275381699004491,65
756,ddi_num_4612,PF00246_PF02244,267.468188109899,"{'3d66', '3d67', '3d68', '4p10', '5hvg', '4uf4', '5hvf', '5hvh'}",0.230741347154654,295
757,ddi_num_1574,PF03450_PF00111,266.476875382054,"{'2w3r', '5g5h', '1ffv', '5g5g'}",0.241885151604698,23
759,ddi_num_1915,PF00200_PF01421,266.375000548915,"{'3k7l', '3g5c', '2e3x'}",0.155709597941462,96
762,ddi_num_4471,PF13954_PF00577,265.893396237918,"{'3rfz', '4j3o'}",0.198037115295518,504
763,ddi_num_1515,PF13657_PF07804,265.824155367264,"{'4pu4', '3tpe', '3dnu', '2wiu', '3tpt', '3tpb', '3dnt', '3dnv', '3fbr', '4pu5', '5k98', '3hzi', '4pu3', '4yg7', '3tpv', '3tpd'}",0.176614445426322,353
764,ddi_num_2965,PF03275_PF13450,265.63956215707,"{'3hdy', '5eqd', '5er9', '3mj4', '4rpl', '3int', '3gf4', '4rpk', '4rpj', '2bi8', '4mo2', '1i8t', '3hdq', '1v0j', '4rpg', '2bi7', '3he3', '5eqf', '1wam', '4rph', '3kyb', '5br7', '4xgk', '3inr', '5f3r'}",0.566156565129976,850
765,ddi_num_3297,PF00132_PF00483,264.888525422098,"{'2ggo', '5b04', '2ggq'}",0.176810235212784,150
767,ddi_num_3020,PF16874_PF16875,264.3710217432,"{'4fnr', '3mi6', '4fnt', '2xn1', '4fns', '4fnu', '4fnp'}",0.560493926180436,354
768,ddi_num_1903,PF08100_PF00891,263.890695318322,"{'3p9k', '1kyz', '2qyo', '1fpq', '5icf', '1fpx', '3reo', '3tky', '3p9c', '4ems', '5cvj', '1fp2', '4pgg', '4evi', '4pgh', '3p9i', '5icg', '1kyw', '4e70', '5cvu', '5icc', '5cvv', '5ice'}",0.232942141000068,358
769,ddi_num_1168,PF16861_PF02543,262.887431851253,"{'3ves', '3vf4', '3ver', '3vez', '3ven', '3vex', '3vet', '3vf2', '3veo', '3vew'}",0.247914580095649,380
770,ddi_num_5504,PF00623_PF04983,262.642205155572,"{'5m5y', '5voi', '3s16', '2nvt', '5n60', '2ja8', '5iy8', '5nsr', '5uha', '2r92', '5c3e', '5x4z', '4llg', '4c3i', '5c44', '4jk2', '5ezk', '5n5y', '5i2d', '2a6e', '1r9t', '5iyb', '4gzz', '4s20', '2yu9', '3s2d', '4lk0', '3wod', '4a3f', '5uhe', '3s2h', '1y1v', '3s1r', '5uac', '4xln', '4wqt', '1k83', '4mq9', '3i4n', '4oiq', '3po3', '3gto', '5tjg', '4mey', '5fja', '1ynj', '5iy6', '5uhd', '5tmf', '5x50', '3s15', '4xlq', '5my1', '5uh5', '4ylo', '5ipn', '4v1m', '3m3y', '3qt1', '3gtj', '4xlp', '3j1n', '5uh9', '4kmu', '4ylp', '5uhb', '3hoz', '5uah', '4gzy', '1zyr', '5ip7', '3m4o', '4yln', '5iya', '5e18', '3iyd', '3hoy', '5uhg', '4mex', '4a3j', '5uhc', '4yg2', '5sva', '2pmz', '5ipm', '4bbr', '3i4m', '1twh', '4xls', '3cqz', '5uaj', '3s17', '1i3q', '4y52', '3gtl', '3k1f', '5c4a', '5ui8', '5u0s', '2be5', '3rzd', '4x6a', '4xsz', '2y0s', '3hox', '1nik', '4yfx', '4jkr', '3j0k', '2a68', '5w1t', '5uh6', '3s14', '5e17', '4c3j', '3h0g', '2nvx', '2a69', '4q5s', '5uhf', '4oip', '4zh4', '4qiw', '5c4j', '4jk1', '5u5q', '2ja5', '4oio', '1smy', '1twf', '5g5l', '3gtm', '2o5i', '5ipl', '2e2h', '5iy7', '5fz5', '5x51', '5uh8', '1twg', '3gtg', '4a3l', '5d4c', '4zh2', '2b8k', '2r93', '4yfk', '4a3g', '5tw1', '3fki', '2o5j', '5m3m', '3rzo', '1twa', '1iw7', '1sfo', '3po2', '3aoi', '3gtq', '4x67', '5uag', '1r9s', '2ppb', '3s1q', '3hou', '2ja7', '4wqs', '4oir', '5m5w', '4y7n', '5fyw', '5vo8', '5m3f', '5fj9', '4c3h', '4yfn', '5iy9', '3lu0', '5n5z', '1y1w', '2e2j', '3gtk', '5m5x', '3aoh', '5tbz', '4g7o', '4a93', '5n61', '5tmc', '4bbs', '2nvy', '2nvz', '4c2m', '3hkz', '2a6h', '2e2i', '5ip9', '1ynn', '4a3i', '5fj8', '1y77', '3eql', '5vsw', '3s1m', '4kn7', '2gho', '4a3b', '3h3v', '5c4x', '2cw0', '5vi8', '4a3e', '5iyc', '4ljz', '5m64', '5byh', '4kn4', '5iyd', '4g7h', '5w1s', '4g7z', '4a3m', '5ual', '5ms0', '3k7a', '5uaq', '3dxj', '4zh3', '5d4d', '2nvq', '4q4z', '4xlr', '2r7z', '4bxz', '5flm', '3gtp'}",0.277115947261249,351
771,ddi_num_5481,PF04997_PF00623,262.515877207076,"{'5m5y', '5voi', '3s16', '2nvt', '5n60', '2ja8', '5iy8', '5uha', '5c3e', '4a3d', '5x4z', '5c44', '4c3i', '5n5y', '5i2d', '2a6e', '1r9t', '5iyb', '4gzz', '3s2d', '2yu9', '4a3f', '3s2h', '5uhe', '3s1r', '4xln', '1k83', '3i4n', '4oiq', '3po3', '4v1o', '5tjg', '1ynj', '5iy6', '5uhd', '5x50', '3s15', '4xlq', '5uh5', '3m3y', '3qt1', '4xlp', '3j1n', '5uh9', '5uhb', '5fmf', '3hoz', '1r5u', '4gzy', '1zyr', '5ip7', '5lmx', '3m4o', '5e18', '5iya', '3hoy', '5d4e', '5uhg', '4a3j', '5uhc', '5sva', '2pmz', '4bbr', '3i4m', '1twh', '3cqz', '4xls', '1y1v', '1i3q', '4x6a', '4y52', '3k1f', '5u0s', '5c4a', '3gtl', '3rzd', '3s17', '2y0s', '1nik', '3j0k', '3s14', '5e17', '4c3j', '3h0g', '2nvx', '4q5s', '5uhf', '4oip', '4qiw', '5c4j', '5u5q', '2ja5', '4oio', '1smy', '1twf', '5g5l', '3gtm', '2o5i', '3s1n', '2e2h', '5iy7', '5fz5', '5x51', '5d4c', '1twg', '5uh8', '2b8k', '4a3l', '2r93', '4a3g', '1i6h', '5tw1', '3fki', '2o5j', '3rzo', '1twa', '5m3m', '1iw7', '1i50', '1sfo', '3aoi', '3po2', '3gtq', '4x67', '1r9s', '2ppb', '3s1q', '3hou', '4wqs', '4oir', '5m5w', '4y7n', '5fyw', '5vo8', '5m3f', '5fj9', '4c3h', '5iy9', '5n5z', '3gtk', '5m5x', '3aoh', '1twc', '4g7o', '4a93', '5n61', '2nvy', '2nvz', '4c2m', '3hkz', '2a6h', '2e2i', '5ip9', '1ynn', '4a3i', '5fj8', '3s1m', '2gho', '4a3b', '5vi8', '5c4x', '2cw0', '4a3e', '5iyc', '5m64', '5iyd', '4g7h', '4g7z', '4a3m', '3k7a', '5d4d', '4q4z', '4xlr', '4bxz', '5flm', '4oin', '3gtp'}",0.153548981749517,294
773,ddi_num_120,PF00004_PF09336,262.032354173521,"{'1xwi', '4d80', '3cf0', '2zam', '5c19', '4d82', '3eih', '5ftj', '2qpa', '5ftk', '5ftl', '3eie', '3cf1', '5ftm', '3vfd', '4lgm', '5uie', '2qp9', '5c1b', '2zan', '4d81', '2zao', '4l16', '3d8b', '4l15', '4lcb', '3cf3', '2rko', '5c18', '5ifw'}",0.524710203849907,214
774,ddi_num_413,PF01315_PF00111,261.385881650737,"{'1jro', '1rm6', '1zxi', '4usa', '2w3r', '4us9', '1vlb', '5g5g', '1fo4', '4ytz', '4c7z', '1t3q', '1jrp', '2ckj', '3etr', '1n60', '3una', '3nvv', '3fc4', '4uhw', '2w54', '3an1', '3am9', '4c7y', '3eub', '3ax7', '3bdj', '3ns1', '3l4p', '3sr6', '3ax9', '3hrd', '1fiq', '3nvy', '1sb3', '4yrw', '4c80', '3uni', '1n63', '4zoh', '3zyv', '1ffu', '3nvz', '2w3s', '3fah', '2e1q', '4ysw', '1dgj', '1vdv', '5g5h', '3unc', '1sij', '1v97', '1wyg', '4uhx', '2w55', '4us8', '1n61', '3nrz', '1ffv', '5epg', '1n62', '4yty', '3amz', '3nvw', '2e3t', '3b9j'}",0.223018267412787,178
775,ddi_num_3444,PF01968_PF02538,260.759684826201,{'5l9w'},0.170973534590133,205
776,ddi_num_4367,PF01909_PF03828,260.729085446557,"{'5w0n', '5w0o', '4nkt', '4fhy', '4nku', '4ud4', '3nyb'}",0.214808489311467,100
778,ddi_num_191,PF00005_PF02687,260.502034363454,{'5nik'},0.229966236552274,82
779,ddi_num_3303,PF14602_PF14805,259.965195236418,"{'1tdt', '3bxy', '3eg4', '1kgq', '1kgt', '3gos', '3tdt', '2tdt', '3tk8'}",0.854000786668766,39
780,ddi_num_4694,PF01471_PF03734,259.863051421933,"{'4lpq', '4xxt'}",0.163476710685039,228
781,ddi_num_4443,PF02225_PF04253,259.843278275823,"{'4ngr', '3s9n', '4oc1', '3fee', '4jz0', '3rbu', '2c6g', '4oc5', '4w9y', '5f09', '4oc2', '5ely', '4p44', '2jbk', '4ngt', '4ngp', '1suv', '4oc4', '3ff3', '3s9l', '2xei', '3bi1', '4oc3', '3s9m', '3bxm', '4p45', '4x3r', '3sjx', '5d29', '2nsu', '4lqg', '1cx8', '1z8l', '2pvv', '4oc0', '3sje', '4jyw', '3fec', '4mcr', '2xeg', '2c6p', '4mcp', '2or4', '3iww', '3sjg', '1de4', '4ngm', '2xef', '2oot', '3fed', '3d7f', '4p4j'}",0.299636128057502,240
782,ddi_num_3014,PF01055_PF16863,258.383444553963,"{'3top', '3weo', '3wel', '3ton', '3l4z', '3l4x', '3l4v', '3w37', '3ctt', '3w38', '2qmj', '3l4t', '2qly', '3l4u', '3wen', '3wem', '3lpo', '3l4w', '3lpp', '3l4y'}",0.15601130291593,414
783,ddi_num_5568,PF04565_PF00562,258.248632218386,"{'5m5y', '5voi', '3s16', '2nvt', '1hqm', '5n60', '2ja8', '5iy8', '5nsr', '5uha', '3how', '2r92', '5c3e', '5x4z', '5c44', '4c3i', '4llg', '4jk2', '4x6a', '5n5y', '5i2d', '2a6e', '1r9t', '5iyb', '4gzz', '4s20', '2yu9', '3s2d', '4lk0', '3wod', '4a3f', '5uhe', '3s2h', '3s1r', '5uac', '4xln', '4wqt', '4mq9', '1k83', '3i4n', '4oiq', '3po3', '4v1o', '3gto', '5tjg', '4mey', '5fja', '1ynj', '5iy6', '5uhd', '5tmf', '5x50', '3s15', '4xlq', '5my1', '5uh5', '4ylo', '5ipn', '3m3y', '3qt1', '4xlp', '5fmf', '5uh9', '4kmu', '4ylp', '5uhb', '3hoz', '5uah', '1r5u', '4gzy', '1zyr', '5ip7', '5lmx', '3m4o', '4yln', '5iya', '5e18', '3hoy', '3iyd', '5d4e', '5uhg', '4mex', '4a3j', '5uhc', '4yg2', '2pmz', '5ipm', '4bbr', '3i4m', '1twh', '3cqz', '4xls', '5uaj', '1y1v', '4kn7', '5ui8', '3gtl', '2be5', '5u0s', '3k1f', '4y52', '5c4a', '1i3q', '4xsz', '5nss', '3rzd', '2y0s', '3hox', '1nik', '4yfx', '4jkr', '3j0k', '2a68', '5w1t', '3s14', '4c3j', '3h0g', '2b63', '2nvx', '2a69', '4q5s', '5uhf', '4zh4', '4qiw', '5c4j', '5u5q', '4jk1', '2ja5', '1smy', '1twf', '5g5l', '3gtm', '2o5i', '5ipl', '2e2h', '5iy7', '5fz5', '5uh8', '3gtg', '4a3l', '5x51', '3s1n', '1twg', '5d4c', '2r93', '4yfk', '4a3g', '1i6h', '4xsx', '5tw1', '3fki', '2o5j', '5m3m', '3rzo', '1twa', '1iw7', '1i50', '1sfo', '3aoi', '3po2', '3gtq', '4x67', '5uag', '1r9s', '5flm', '4v1n', '2ppb', '3hou', '3s1q', '2ja7', '4wqs', '4oir', '5m5w', '4y7n', '5fyw', '3hov', '5vo8', '5m3f', '5fj9', '4c3h', '4yfn', '4xsy', '5iy9', '3lu0', '5n5z', '1y1w', '3gtk', '5m5x', '3aoh', '5tbz', '1twc', '4g7o', '4a93', '5n61', '5tmc', '3s17', '4bbs', '2nvy', '2nvz', '4c2m', '3hkz', '2a6h', '2e2i', '1i6v', '5ip9', '1ynn', '4a3i', '5fj8', '1y77', '5vsw', '4lk1', '3s1m', '4a3b', '5c4x', '5vi8', '2cw0', '3h3v', '4a3e', '5iyc', '4ljz', '5m64', '5byh', '4kn4', '5iyd', '4g7h', '5ual', '5w1s', '4a3m', '4g7z', '3k7a', '5uaq', '3dxj', '4zh3', '5d4d', '2nvq', '4q4z', '2r7z', '4xlr', '4bxz', '3eql', '4oin', '3gtp'}",0.156054111168339,478
784,ddi_num_3392,PF07475_PF02603,257.92885794699,"{'1knx', '1ko7'}",0.234222894219851,147
785,ddi_num_2614,PF13510_PF12838,257.528159710071,"{'5byr', '5la3', '1c4a', '4xdd', '1feh', '4xdc', '5bys', '5byq', '3c8y', '1c4c'}",0.305452760480667,133
786,ddi_num_24,PF02829_PF08279,257.486122211122,{'1j5y'},0.352535398377197,34
787,ddi_num_5766,PF00017_PF00018,257.21646793528,"{'1gri', '1ju5', '1g83', '2k7a', '2abl', '1k9a', '2lqn', '4u5w', '2k79', '1m27', '2eyz', '1x27', '2lqw'}",0.44087038381198,706
788,ddi_num_3503,PF13927_PF07686,256.569746111572,{'1f97'},0.286575003660677,27
789,ddi_num_406,PF00171_PF14850,256.412993582839,"{'5kf6', '3haz', '4q73', '4q71', '5kf7', '4q72'}",0.300419669195094,312
790,ddi_num_3756,PF16661_PF07521,256.360275275215,"{'3af6', '3af5', '2xr1', '2ycb'}",0.250009952040272,162
791,ddi_num_2675,PF01325_PF04023,256.278348395144,"{'1fx7', '1u8r'}",0.382751178193965,80
792,ddi_num_4849,PF01558_PF01855,256.276083208252,"{'5c4i', '2c3o', '5b46', '2c3m', '5b47', '1kek', '1b0p', '5exe', '5exd', '2c3p', '2c3u', '2c3y', '2pda', '2uza', '5b48', '2c42'}",0.18460953511505,331
793,ddi_num_4778,PF07238_PF12945,256.240826085679,"{'1yln', '2rde'}",0.192409548160526,30
794,ddi_num_2737,PF07196_PF07195,256.037445887446,{'5h5v'},0.216343631934835,83
795,ddi_num_402,PF01168_PF14031,255.507059514072,"{'3awo', '4pb4', '3gwq', '4pb5', '3wqc', '3wqg', '3llx', '4pb3', '3awn', '3wqf', '3wqe', '4v15', '3wqd', '3anv', '3anu'}",0.23864998623346,535
796,ddi_num_629,PF03861_PF00072,254.403869690911,{'1sd5'},0.240461867135803,23
797,ddi_num_2035,PF00930_PF00326,253.46032836007,"{'5lls', '4jh0', '2ajd', '2z3z', '1r9n', '3sx4', '2qtb', '3d4l', '2gbg', '1n1m', '2hha', '2z3w', '4pv7', '3c43', '1rwq', '4dtc', '3o95', '2aj8', '3ccc', '2rip', '1tkr', '2oag', '4n8d', '4qzv', '3kwf', '2ole', '3h0c', '2dcm', '5ism', '5kby', '5j3j', '3oc0', '2ajb', '1u8e', '3g0g', '2qky', '2oqi', '2i03', '4dsa', '2ajl', '2iit', '5t4h', '2g5t', '2d5l', '2g5p', '2p8s', '1tk3', '3hab', '5t4f', '4dsz', '1orv', '4lko', '3opm', '2onc', '3q8w', '4wjl', '3qbj', '1nu8', '2qjr', '2gbi', '2bub', '3o9v', '3wqh', '1orw', '2oph', '1r9m', '3nox', '3eio', '2qt9', '4kr0', '4l72', '2fjp', '4ffw', '1xfd', '3g0d', '3hac', '2ajc', '1pfq', '4g1f', '3f8s', '1z68', '2oae', '3g0c', '3vjl', '4ffv', '4n8e', '4q1v', '4a5s', '3c45', '1nu6', '2iiv', '2i3z', '2g63', '1x70', '2ogz', '3w2t', '3ccb', '2rgu', '1wcy', '3vjm', '4j3j', '2oqv', '3g0b', '5t4b', '2eep', '3q0t', '3bjm', '3vjk', '2qoe', '2gbf', '2i78', '2ecf', '3kwj', '1j2e', '2gbc'}",0.252894326334322,838
798,ddi_num_816,PF00006_PF16886,252.433189642081,"{'5voz', '3m4y', '3mfy', '3vr3', '3nd8', '3qia', '5knd', '5bw9', '3sdz', '3vr2', '3gqb', '3nd9', '5bn5', '3w3a', '5bn4', '3a5d', '5voy', '3i73', '3j9t', '5gar', '3qjy', '3i4l', '5vox', '3vr5', '3p20', '3j9v', '3ikj', '3se0', '5bn3', '3vr4', '5d80', '1vdz', '3qg1', '3j9u', '5knc', '5tsj', '5knb', '5gas', '3j0j', '3i72', '3a5c', '3vr6'}",0.365447776386927,833
799,ddi_num_2757,PF00258_PF00753,252.321575168102,"{'2ohj', '1ycf', '1e5d', '5lld', '1ycg', '4d02', '2ohh', '2ohi', '5lmc', '1ych'}",0.15189946104308,204
800,ddi_num_1135,PF08205_PF07686,252.21551611986,"{'4fqp', '4frw', '1dr9', '3sku', '4myw', '5grj', '2pf6', '1i8l', '3epf', '4fom', '4z18', '4bfg', '3sbw', '5b22', '4fmk', '3fn3', '3j8f', '2pet', '5ius', '5jdr', '4fmf', '3u83', '3alp', '4fn0', '3u82', '3bik', '4hh8', '3j9f', '4fs0', '4i0k', '4bfe', '3bis'}",0.187492538385401,356
801,ddi_num_4010,PF01676_PF10143,252.104861844815,{'3idd'},1.44318271555571,102
802,ddi_num_4092,PF01926_PF02824,251.719039111206,"{'1wxq', '4a9a'}",0.296800463291872,61
803,ddi_num_8,PF00389_PF01842,251.591003901662,"{'2pa3', '2p9g', '2p9e', '2p9c', '1psd'}",0.231098955640487,48
804,ddi_num_2663,PF09380_PF00373,251.555840712699,"{'3u8z', '1ni2', '4yl8', '3qij', '1gg3', '3bin', '1j19', '2d2q', '4rm8', '2ems', '1gc7', '2i1k', '4p7i', '1ef1', '4zrj', '2he7', '4rm9', '4rma', '1e5w', '2yvc', '2i1j', '3wa0', '5ejs', '5ejr', '2d11', '4zrk', '4zri', '1h4r', '1sgh', '1isn', '1gc6', '3x23', '2zpy', '2d10', '2emt'}",0.211346353191224,477
805,ddi_num_5784,PF04546_PF04542,251.461253312126,"{'3iyd', '1sig'}",0.155282286327167,122
807,ddi_num_3106,PF02955_PF02951,251.189845963054,"{'1glv', '1gsa'}",0.825709310800808,200
808,ddi_num_4022,PF00149_PF16891,251.045475476701,"{'1u32', '4mov', '4ut3', '4mp0', '4v0w', '4v0u', '3n5u', '1s70', '2bdx', '2o8a', '5jpf', '4xpn', '3e7a', '1it6', '4v0v', '3v4y', '5jpe', '5j28', '1fjm', '5ioh', '4g9j', '2bcd', '3egh', '5inb', '2o8g', '4moy', '3hvq', '1jk7', '3egg', '4v0x', '4ut2', '3e7b'}",0.710373933238634,673
810,ddi_num_1599,PF00650_PF03765,249.396504176765,"{'4fmm', '4j7q', '1oip', '3w68', '1r5l', '3b7n', '4cj6', '4ciz', '4m8z', '3b7q', '3hy5', '3hx3', '4j7p', '3b7z', '3b74', '1oiz', '3w67', '3q8g', '1aua'}",0.331683768206411,219
811,ddi_num_819,PF00006_PF07497,249.004269899627,"{'1xpo', '1pvo', '1xpu', '1pv4', '3l0o', '5jjk', '1xpr', '5jjl', '2ht1', '3ice', '5jji'}",0.329672575027725,256
813,ddi_num_2627,PF13247_PF12800,248.642528004101,"{'1kqg', '1kqf'}",0.252104119675827,94
814,ddi_num_3302,PF14602_PF12464,248.442988721429,"{'1krr', '1ocx', '1kqa'}",0.348724026370597,21
815,ddi_num_935,PF02138_PF14844,248.343130544474,"{'1t77', '1mi1'}",0.210538864451738,489
816,ddi_num_2904,PF13522_PF00156,247.834288340771,"{'1ecg', '1ecj', '1ecb', '1gph', '1ecf', '1ecc'}",0.269601181153308,42
817,ddi_num_4095,PF16897_PF02824,247.027253860112,{'4a9a'},0.307315390040812,24
818,ddi_num_1501,PF07970_PF13850,246.670888281637,{'3zlc'},0.369353360357841,585
819,ddi_num_2014,PF14791_PF14716,245.839061307576,"{'4klf', '5v1f', '4lzg', '4rq0', '4m04', '5eoz', '5u2r', '5j2i', '3rji', '4i2e', '4qzd', '4kle', '5d46', '4qzh', '1bpy', '4k4i', '4lzd', '4z6c', '4qzf', '1mq3', '1zjn', '4doc', '4nm1', '3gdx', '4qzc', '4kll', '5v1n', '4k4g', '4i2i', '4qza', '1kej', '4i2d', '4kli', '4klg', '4o5k', '4yd2', '5j2a', '3tfr', '4z6e', '3rh4', '4ycx', '4k4h', '4qzi', '4qzb', '4rq5', '4nlk', '4tus', '4kld', '4klh', '4php', '3rh6', '4i28', '2ihm', '4yd1', '4uaz', '3lk9', '5d49', '2fmp', '4ub3', '4iqt', '4ph5', '5bol', '4uaw', '4m0a', '5j2e', '4rpy', '4tuq', '5j2k', '4ubb', '4rpx', '3rjh', '4qze', '3mby', '4rpz'}",0.28307932428454,76
820,ddi_num_4090,PF01926_PF16897,244.348048846516,{'4a9a'},0.474639783753399,283
821,ddi_num_5052,PF07992_PF13192,244.27106633317,{'1hyu'},0.28290010567609,74
822,ddi_num_4498,PF03793_PF00905,243.872862190356,"{'2z2l', '2z2m', '1qme', '5u47', '1qmf', '1k25', '1pyy', '2zc4', '1rp5', '2zc3'}",0.149518848019918,108
823,ddi_num_2087,PF08351_PF05127,242.811221844113,{'2zpa'},0.199212638011951,157
824,ddi_num_3407,PF04313_PF04851,242.736370850189,"{'4bec', '2w00', '4xjx', '4beb', '4be7'}",0.188025080802823,92
825,ddi_num_459,PF09261_PF01074,242.363272634388,"{'2f7q', '1o7d', '2ow7', '2f7r', '2fyv', '3czs', '2f18', '2wyh', '1hty', '5kbp', '3d52', '3ejt', '3d50', '3d4z', '3bub', '1r34', '2wyi', '3bup', '2f7o', '3bui', '1r33', '3czn', '3bvw', '1tqu', '3bvx', '1qwu', '3bud', '3d4y', '2alw', '1ps3', '2f7p', '1hxk', '2f1a', '1tqw', '1tqt', '1hww', '3bvt', '1tqv', '3dx0', '3lvt', '3ddf', '3dx4', '3ejp', '3dx2', '3cv5', '3ddg', '3bvu', '3ejq', '3buq', '3d51', '2ow6'}",0.364935806951868,579
826,ddi_num_1889,PF10418_PF00970,242.239616570301,"{'4ylf', '4yry'}",0.216062334015471,153
827,ddi_num_418,PF02738_PF01799,242.210796401873,"{'1jro', '1rm6', '1zxi', '4usa', '2w3r', '4us9', '1vlb', '5g5g', '1fo4', '4ytz', '4c7z', '1t3q', '1jrp', '2ckj', '3etr', '3una', '1n60', '3nvv', '3fc4', '3an1', '3am9', '2w54', '4uhw', '4c7y', '3eub', '3ax7', '3bdj', '3l4p', '3sr6', '3ax9', '3hrd', '1fiq', '3nvy', '1sb3', '4yrw', '1n5x', '3uni', '4c80', '1n5w', '1n63', '4zoh', '3zyv', '2w3s', '3fah', '2e1q', '4ysw', '1dgj', '1vdv', '5g5h', '1v97', '1sij', '1wyg', '4uhx', '2w55', '4us8', '1n61', '3nrz', '5epg', '1n62', '3amz', '4yty', '3nvw', '2e3t', '3b9j'}",0.1722040793412,444
828,ddi_num_4402,PF01276_PF03711,242.023562101359,"{'2vyc', '1ord', '3n75', '5fkz', '5fl2', '3q16', '1c4k'}",0.251171811837401,823
829,ddi_num_5569,PF04566_PF04567,241.760798453186,"{'3s16', '2nvt', '2ja8', '5iy8', '2r92', '3how', '5c3e', '5x4z', '5c44', '1r9t', '5iyb', '2yu9', '3s2d', '3s2h', '3s1r', '1k83', '3i4n', '3po3', '3gto', '5fja', '5iy6', '5x50', '3s15', '3m3y', '3qt1', '5fmf', '3j1n', '3hoz', '1r5u', '5ip7', '3m4o', '5iya', '3hoy', '4a3j', '5sva', '2pmz', '4bbr', '3i4m', '1twh', '3cqz', '1y1v', '3s17', '1i3q', '4y52', '5c4a', '3k1f', '5u0s', '3gtl', '3rzd', '4x6a', '2y0s', '3hox', '1nik', '3j0k', '3h0g', '2b63', '2nvx', '4qiw', '5c4j', '5u5q', '2ja5', '1twf', '3gtm', '3s1n', '2e2h', '5iy7', '4a3l', '3gtg', '5x51', '1twg', '5fz5', '2b8k', '4a3g', '1i6h', '3fki', '3rzo', '1i50', '1sfo', '3po2', '3gtq', '4x67', '1r9s', '3hou', '3s1q', '2ja7', '4y7n', '5fyw', '3hov', '5fj9', '5iy9', '1y1w', '2e2j', '3gtk', '1twc', '4a93', '4bbs', '2nvy', '2nvz', '3hkz', '2e2i', '5ip9', '4a3i', '5fj8', '1y77', '3s1m', '4a3b', '3h3v', '5c4x', '4a3e', '5iyc', '5iyd', '4a3m', '3k7a', '2nvq', '2r7z', '4bxz', '5flm', '3gtp'}",0.478936207708166,384
830,ddi_num_3492,PF13895_PF13927,240.548739670169,"{'2y7q', '3k0w', '1rpq', '1j86', '1f2q', '4yfd', '1f6a', '1j88', '1j89', '1j87', '3rjd'}",0.269771862892859,189
831,ddi_num_3760,PF14527_PF10298,240.358675853597,{'3hyj'},0.273462630781842,167
833,ddi_num_941,PF10996_PF16661,239.52901580199,"{'3af6', '3af5', '2xr1', '2ycb'}",0.264623254765932,231
834,ddi_num_412,PF01315_PF00941,239.464458700592,"{'1jro', '1rm6', '1zxi', '2w3r', '5g5g', '4ytz', '1t3q', '1jrp', '3etr', '2ckj', '3nvv', '1n60', '3una', '3bdj', '3an1', '2w54', '3am9', '3ax7', '3sr6', '3ax9', '1fiq', '3nvy', '1sb3', '4yrw', '1n5x', '3uni', '1n5w', '1n63', '4zoh', '3zyv', '1ffu', '2w3s', '2e1q', '4ysw', '1vdv', '5g5h', '1wyg', '2w55', '1n61', '3nrz', '1ffv', '1n62', '3amz', '4yty', '3nvw', '2e3t', '3b9j'}",0.172064872323294,75
835,ddi_num_2083,PF08019_PF00884,239.080675291882,{'5fgn'},0.150018058780833,263
836,ddi_num_2807,PF04432_PF04422,238.90057012607,"{'5dqr', '4ci0', '4omf'}",0.320235336585453,758
837,ddi_num_447,PF00128_PF11941,238.807524549115,"{'1zjb', '4gi9', '4gi8', '4gia', '4h7v', '2pwg', '4go8', '3wy4', '2wkg', '4ha1', '4h8u', '3wy3', '1zja', '4h8v', '2wc7', '4h8h', '2wcs', '2pwd', '4gi6', '2pwf', '3wy1', '2pwe', '4gin', '3wy2', '4go9', '2pwh', '4h2c'}",0.251165594525918,612
838,ddi_num_2296,PF13405_PF13499,237.752819671057,"{'4zcu', '5m6c'}",0.819904960831755,106
839,ddi_num_978,PF02785_PF02436,237.702405226441,{'5ks8'},0.251765287187886,65
840,ddi_num_4031,PF08421_PF08484,237.651460610554,"{'4e2w', '4e2y', '4rvh', '4e2x', '5t67', '4rvf', '4e32', '5t64', '3ndj', '5t6b', '4rvd', '4rvg', '4e33', '4e31', '4e2z', '4e30', '3ndi', '4rv9'}",0.35821820623451,423
841,ddi_num_4834,PF03726_PF03725,237.541130567406,"{'3h1c', '4aim', '4am3', '3cdi', '4aid', '3gcm'}",0.287837108282165,177
843,ddi_num_4723,PF13831_PF13832,237.431507181634,"{'5dah', '5dag', '5erc'}",0.316474349526442,130
